antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedents_str,consequents_str,rule_str,rule_cluster
frozenset({'HERB MARKER ROSEMARY'}),frozenset({'HERB MARKER PARSLEY'}),0.0128183785583485,0.0126519061095388,0.0114865989678708,0.8961038961038961,70.82758031442242,1.0,0.011324422045874,9.503225403695684,0.998682699122614,0.8214285714285715,0.8947725685206717,0.9019993164730008,HERB MARKER ROSEMARY,HERB MARKER PARSLEY,HERB MARKER ROSEMARY → HERB MARKER PARSLEY,2
"frozenset({'HERB MARKER MINT', 'HERB MARKER THYME'})",frozenset({'HERB MARKER BASIL'}),0.0110981632539814,0.0128738693746185,0.0100993285611231,0.91,70.68581896551724,1.0,0.0099564522570931,10.968068118059795,0.996916836600356,0.7279999999999999,0.9088262409354096,0.8472413793103448,"HERB MARKER MINT, HERB MARKER THYME",HERB MARKER BASIL,"HERB MARKER MINT, HERB MARKER THYME → HERB MARKER BASIL",2
"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})",frozenset({'HERB MARKER MINT'}),0.0114865989678708,0.0129293601908884,0.0104877642750124,0.9130434782608696,70.61783914909498,1.0,0.0103392498995885,11.351312357804776,0.9972947975642484,0.7529880478087649,0.911904459283738,0.8621011382720656,"HERB MARKER PARSLEY, HERB MARKER ROSEMARY",HERB MARKER MINT,"HERB MARKER PARSLEY, HERB MARKER ROSEMARY → HERB MARKER MINT",2
"frozenset({'HERB MARKER MINT', 'HERB MARKER BASIL'})",frozenset({'HERB MARKER THYME'}),0.0112091448865212,0.0127628877420786,0.0100993285611231,0.9009900990099008,70.59453293155403,1.0,0.0099562675032517,9.971094833804996,0.9970102292342596,0.7279999999999999,0.8997101104073646,0.8461472234179939,"HERB MARKER BASIL, HERB MARKER MINT",HERB MARKER THYME,"HERB MARKER BASIL, HERB MARKER MINT → HERB MARKER THYME",2
frozenset({'HERB MARKER CHIVES '}),frozenset({'HERB MARKER ROSEMARY'}),0.0112646357027911,0.0128183785583485,0.010154819377393,0.9014778325123152,70.32697844027892,1.0,0.0100104250126327,10.019893457632753,0.9970116791088034,0.7290836653386453,0.9001985396123907,0.8468428123600537,HERB MARKER CHIVES ,HERB MARKER ROSEMARY,HERB MARKER CHIVES  → HERB MARKER ROSEMARY,2
frozenset({'HERB MARKER ROSEMARY'}),frozenset({'HERB MARKER CHIVES '}),0.0128183785583485,0.0112646357027911,0.010154819377393,0.7922077922077921,70.32697844027892,1.0,0.0100104250126327,4.758288940680315,0.99858089366839,0.7290836653386453,0.7898404211121687,0.8468428123600537,HERB MARKER ROSEMARY,HERB MARKER CHIVES ,HERB MARKER ROSEMARY → HERB MARKER CHIVES ,2
"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER THYME'})",frozenset({'HERB MARKER MINT'}),0.0114865989678708,0.0129293601908884,0.0104322734587425,0.9082125603864734,70.24419978851775,1.0,0.0102837590833186,10.753874865288733,0.9972185992848084,0.7460317460317459,0.9070102625772788,0.8575397565880865,"HERB MARKER PARSLEY, HERB MARKER THYME",HERB MARKER MINT,"HERB MARKER PARSLEY, HERB MARKER THYME → HERB MARKER MINT",2
"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER BASIL'})",frozenset({'HERB MARKER MINT'}),0.0114311081516009,0.0129293601908884,0.0103767826424726,0.9077669902912624,70.20973790574608,1.0,0.0102289857277996,10.701923778983016,0.9971555544882714,0.7420634920634922,0.9065588560849358,0.8551710487936999,"HERB MARKER BASIL, HERB MARKER ROSEMARY",HERB MARKER MINT,"HERB MARKER BASIL, HERB MARKER ROSEMARY → HERB MARKER MINT",2
"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER THYME'})",frozenset({'HERB MARKER BASIL'}),0.0114865989678708,0.0128738693746185,0.0103767826424726,0.9033816425120774,70.17172663668167,1.0,0.0102289056678016,10.21675545197271,0.9972037254841922,0.7420634920634922,0.9021215683686632,0.8547080626353492,"HERB MARKER PARSLEY, HERB MARKER THYME",HERB MARKER BASIL,"HERB MARKER PARSLEY, HERB MARKER THYME → HERB MARKER BASIL",2
"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})",frozenset({'HERB MARKER BASIL'}),0.0114865989678708,0.0128738693746185,0.0103767826424726,0.9033816425120774,70.17172663668167,1.0,0.0102289056678016,10.21675545197271,0.9972037254841922,0.7420634920634922,0.9021215683686632,0.8547080626353492,"HERB MARKER PARSLEY, HERB MARKER ROSEMARY",HERB MARKER BASIL,"HERB MARKER PARSLEY, HERB MARKER ROSEMARY → HERB MARKER BASIL",2
frozenset({'HERB MARKER CHIVES '}),frozenset({'HERB MARKER MINT'}),0.0112646357027911,0.0129293601908884,0.0102103101936629,0.9064039408866996,70.10431510179919,1.0,0.0100646656612424,10.546070520065772,0.996966001649529,0.73015873015873,0.9051779524802795,0.8480517558510751,HERB MARKER CHIVES ,HERB MARKER MINT,HERB MARKER CHIVES  → HERB MARKER MINT,2
"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})",frozenset({'HERB MARKER MINT'}),0.0112646357027911,0.0129293601908884,0.0102103101936629,0.9064039408866996,70.10431510179919,1.0,0.0100646656612424,10.546070520065772,0.996966001649529,0.73015873015873,0.9051779524802795,0.8480517558510751,"HERB MARKER BASIL, HERB MARKER PARSLEY",HERB MARKER MINT,"HERB MARKER BASIL, HERB MARKER PARSLEY → HERB MARKER MINT",2
frozenset({'HERB MARKER MINT'}),frozenset({'HERB MARKER CHIVES '}),0.0129293601908884,0.0112646357027911,0.0102103101936629,0.7896995708154506,70.10431510179919,1.0,0.0100646656612424,4.701537548596931,0.9986474149646564,0.73015873015873,0.7873036236202288,0.8480517558510751,HERB MARKER MINT,HERB MARKER CHIVES ,HERB MARKER MINT → HERB MARKER CHIVES ,2
"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER THYME'})",frozenset({'HERB MARKER BASIL'}),0.0118750346817601,0.0128738693746185,0.0107097275400921,0.9018691588785048,70.05424186271351,1.0,0.01055684989478,10.059285331134843,0.9975715435886976,0.7628458498023717,0.9005893592753687,0.8668828553013214,"HERB MARKER ROSEMARY, HERB MARKER THYME",HERB MARKER BASIL,"HERB MARKER ROSEMARY, HERB MARKER THYME → HERB MARKER BASIL",2
"frozenset({'HERB MARKER MINT', 'HERB MARKER PARSLEY'})",frozenset({'HERB MARKER BASIL'}),0.011375617335331,0.0128738693746185,0.0102103101936629,0.8975609756097561,69.71959629941126,1.0,0.0100638619820322,9.636231275152536,0.9969983014779094,0.7272727272727273,0.8962249896825799,0.845332211942809,"HERB MARKER MINT, HERB MARKER PARSLEY",HERB MARKER BASIL,"HERB MARKER MINT, HERB MARKER PARSLEY → HERB MARKER BASIL",2
frozenset({'HERB MARKER PARSLEY'}),frozenset({'HERB MARKER MINT'}),0.0126519061095388,0.0129293601908884,0.011375617335331,0.8991228070175438,69.54116783374745,1.0,0.0112120362841394,9.784874168542489,0.998249791299127,0.8007812499999999,0.8978014450901257,0.8894755665989006,HERB MARKER PARSLEY,HERB MARKER MINT,HERB MARKER PARSLEY → HERB MARKER MINT,2
frozenset({'HERB MARKER MINT'}),frozenset({'HERB MARKER PARSLEY'}),0.0129293601908884,0.0126519061095388,0.011375617335331,0.8798283261802574,69.54116783374745,1.0,0.0112120362841394,8.216146638445617,0.9985303877099936,0.8007812499999999,0.8782884429885022,0.8894755665989006,HERB MARKER MINT,HERB MARKER PARSLEY,HERB MARKER MINT → HERB MARKER PARSLEY,2
"frozenset({'HERB MARKER THYME', 'HERB MARKER BASIL'})",frozenset({'HERB MARKER MINT'}),0.0112646357027911,0.0129293601908884,0.0100993285611231,0.8965517241379309,69.34231167677963,1.0,0.0099536840287026,9.54168285148807,0.9968074634984504,0.716535433070866,0.8951966843203089,0.8388338019831285,"HERB MARKER BASIL, HERB MARKER THYME",HERB MARKER MINT,"HERB MARKER BASIL, HERB MARKER THYME → HERB MARKER MINT",2
frozenset({'HERB MARKER ROSEMARY'}),frozenset({'HERB MARKER BASIL'}),0.0128183785583485,0.0128738693746185,0.0114311081516009,0.8917748917748918,69.27015226153158,1.0,0.0112660860204463,9.121045446978524,0.998361138852961,0.801556420233463,0.890363445088275,0.8898529631288252,HERB MARKER ROSEMARY,HERB MARKER BASIL,HERB MARKER ROSEMARY → HERB MARKER BASIL,2
frozenset({'HERB MARKER BASIL'}),frozenset({'HERB MARKER ROSEMARY'}),0.0128738693746185,0.0128183785583485,0.0114311081516009,0.8879310344827586,69.27015226153156,1.0,0.0112660860204463,8.808697545171654,0.9984172612397648,0.801556420233463,0.8864758388090945,0.8898529631288252,HERB MARKER BASIL,HERB MARKER ROSEMARY,HERB MARKER BASIL → HERB MARKER ROSEMARY,2
frozenset({'HERB MARKER PARSLEY'}),frozenset({'HERB MARKER BASIL'}),0.0126519061095388,0.0128738693746185,0.0112646357027911,0.8903508771929824,69.1595394736842,1.0,0.011101756716197,9.002590311303479,0.9981694245730665,0.7898832684824901,0.8889208588394365,0.8826754385964912,HERB MARKER PARSLEY,HERB MARKER BASIL,HERB MARKER PARSLEY → HERB MARKER BASIL,2
frozenset({'HERB MARKER BASIL'}),frozenset({'HERB MARKER PARSLEY'}),0.0128738693746185,0.0126519061095388,0.0112646357027911,0.875,69.1595394736842,1.0,0.011101756716197,7.898784751123689,0.998393871011781,0.7898832684824901,0.8733982465014332,0.8826754385964912,HERB MARKER BASIL,HERB MARKER PARSLEY,HERB MARKER BASIL → HERB MARKER PARSLEY,2
"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER THYME'})",frozenset({'HERB MARKER MINT'}),0.0118750346817601,0.0129293601908884,0.0105987459075523,0.8925233644859814,69.03074485580201,1.0,0.0104452093068725,9.184048561702172,0.9973573543200408,0.7460937499999999,0.891115558320321,0.8561329268781839,"HERB MARKER ROSEMARY, HERB MARKER THYME",HERB MARKER MINT,"HERB MARKER ROSEMARY, HERB MARKER THYME → HERB MARKER MINT",2
frozenset({'HERB MARKER ROSEMARY'}),frozenset({'HERB MARKER MINT'}),0.0128183785583485,0.0129293601908884,0.011375617335331,0.8874458874458874,68.63803578395853,1.0,0.0112098839018869,8.769742992150178,0.9982264632089828,0.7915057915057914,0.8859715728391239,0.8836371068130724,HERB MARKER ROSEMARY,HERB MARKER MINT,HERB MARKER ROSEMARY → HERB MARKER MINT,2
frozenset({'HERB MARKER MINT'}),frozenset({'HERB MARKER ROSEMARY'}),0.0129293601908884,0.0128183785583485,0.011375617335331,0.8798283261802574,68.63803578395853,1.0,0.0112098839018869,8.214761349853736,0.9983386991504276,0.7915057915057914,0.8782679182739976,0.8836371068130724,HERB MARKER MINT,HERB MARKER ROSEMARY,HERB MARKER MINT → HERB MARKER ROSEMARY,2
frozenset({'HERB MARKER THYME'}),frozenset({'HERB MARKER BASIL'}),0.0127628877420786,0.0128738693746185,0.0112646357027911,0.8826086956521739,68.55815217391304,1.0,0.0111003279531567,8.408852223845843,0.9981531593020548,0.7837837837837839,0.8810777055679254,0.878804347826087,HERB MARKER THYME,HERB MARKER BASIL,HERB MARKER THYME → HERB MARKER BASIL,2
frozenset({'HERB MARKER BASIL'}),frozenset({'HERB MARKER THYME'}),0.0128738693746185,0.0127628877420786,0.0112646357027911,0.875,68.55815217391304,1.0,0.0111003279531567,7.897896898063371,0.9982653806927236,0.7837837837837839,0.8733840143892979,0.878804347826087,HERB MARKER BASIL,HERB MARKER THYME,HERB MARKER BASIL → HERB MARKER THYME,2
frozenset({'HERB MARKER BASIL'}),frozenset({'HERB MARKER MINT'}),0.0128738693746185,0.0129293601908884,0.0112091448865212,0.8706896551724138,67.3420526861033,1.0,0.0110426939923263,7.633346281190464,0.997998540648938,0.7680608365019012,0.8689958554003862,0.8688212224359924,HERB MARKER BASIL,HERB MARKER MINT,HERB MARKER BASIL → HERB MARKER MINT,2
frozenset({'HERB MARKER MINT'}),frozenset({'HERB MARKER BASIL'}),0.0129293601908884,0.0128738693746185,0.0112091448865212,0.8669527896995708,67.3420526861033,1.0,0.0110426939923263,7.419367368893995,0.998054645806384,0.7680608365019012,0.8652176189316974,0.8688212224359924,HERB MARKER MINT,HERB MARKER BASIL,HERB MARKER MINT → HERB MARKER BASIL,2
frozenset({'HERB MARKER THYME'}),frozenset({'HERB MARKER MINT'}),0.0127628877420786,0.0129293601908884,0.0110981632539814,0.8695652173913043,67.25508490389998,1.0,0.0109331472812882,7.567541571869854,0.9978668989938732,0.7604562737642585,0.8678566889256069,0.8639671580518753,HERB MARKER THYME,HERB MARKER MINT,HERB MARKER THYME → HERB MARKER MINT,2
frozenset({'HERB MARKER MINT'}),frozenset({'HERB MARKER THYME'}),0.0129293601908884,0.0127628877420786,0.0110981632539814,0.8583690987124463,67.25508490389997,1.0,0.0109331472812882,6.970492338063501,0.998035192264448,0.7604562737642585,0.8565381107243547,0.8639671580518753,HERB MARKER MINT,HERB MARKER THYME,HERB MARKER MINT → HERB MARKER THYME,2
"frozenset({'REGENCY TEA PLATE ROSES ', 'REGENCY TEA PLATE GREEN '})",frozenset({'REGENCY TEA PLATE PINK'}),0.0155929193718439,0.0147605571277953,0.0123744520281893,0.793594306049822,53.76452251625504,1.0,0.0121442918510121,4.773315231846368,0.9969456676154316,0.6882716049382716,0.790501998835474,0.815970085355738,"REGENCY TEA PLATE GREEN , REGENCY TEA PLATE ROSES ",REGENCY TEA PLATE PINK,"REGENCY TEA PLATE GREEN , REGENCY TEA PLATE ROSES  → REGENCY TEA PLATE PINK",2
frozenset({'REGENCY SUGAR BOWL GREEN'}),frozenset({'REGENCY MILK JUG PINK '}),0.0142056489650962,0.0150380112091448,0.0109316908051717,0.76953125,51.17240832564576,1.0,0.0107180660968014,4.273733375092524,0.9945869723305248,0.596969696969697,0.7660125440140845,0.7482342596863469,REGENCY SUGAR BOWL GREEN,REGENCY MILK JUG PINK ,REGENCY SUGAR BOWL GREEN → REGENCY MILK JUG PINK ,2
frozenset({'REGENCY MILK JUG PINK '}),frozenset({'REGENCY SUGAR BOWL GREEN'}),0.0150380112091448,0.0142056489650962,0.0109316908051717,0.7269372693726938,51.17240832564576,1.0,0.0107180660968014,3.610138772033229,0.9954274683634804,0.596969696969697,0.7230023378196068,0.7482342596863469,REGENCY MILK JUG PINK ,REGENCY SUGAR BOWL GREEN,REGENCY MILK JUG PINK  → REGENCY SUGAR BOWL GREEN,2
"frozenset({'REGENCY TEA PLATE ROSES ', 'REGENCY TEA PLATE PINK'})",frozenset({'REGENCY TEA PLATE GREEN '}),0.0130958326396981,0.0186449142666888,0.0123744520281893,0.944915254237288,50.67951725181597,1.0,0.0121302813513712,17.815369248697007,0.9932759379282436,0.6389684813753581,0.9438686907893792,0.8043028652138822,"REGENCY TEA PLATE PINK, REGENCY TEA PLATE ROSES ",REGENCY TEA PLATE GREEN ,"REGENCY TEA PLATE PINK, REGENCY TEA PLATE ROSES  → REGENCY TEA PLATE GREEN ",2
frozenset({'REGENCY TEA PLATE PINK'}),frozenset({'REGENCY TEA PLATE GREEN '}),0.0147605571277953,0.0186449142666888,0.0133732867210476,0.9060150375939848,48.59314581095596,1.0,0.0130980773988713,10.441618112202429,0.9940943524762472,0.6675900277008309,0.9042294030240996,0.8116384711779447,REGENCY TEA PLATE PINK,REGENCY TEA PLATE GREEN ,REGENCY TEA PLATE PINK → REGENCY TEA PLATE GREEN ,2
